miRNA	cellontology	sign	pvalue
hsa-miR-3620-3p	endo-epithelial cell	enriched	5.20699e-05
hsa-miR-3620-3p	lymphocyte	depleted	0.000316345
hsa-miR-3622a-5p	neural cell	enriched	0.000173798
hsa-miR-3622a-5p	fibroblast	enriched	0.000317032
hsa-miR-3622a-5p	leukocyte	depleted	4.43869e-07
hsa-miR-3622a-5p	hematopoietic cell	depleted	9.64511e-06
hsa-miR-3622b-3p	chondrocyte	enriched	4.55097e-05
hsa-miR-3646	epithelial cell	enriched	9.5941e-05
hsa-miR-3651	fat cell	depleted	0.000102876
hsa-miR-3653-3p	leukocyte	enriched	5.41163e-22
hsa-miR-3653-3p	hematopoietic cell	enriched	4.11193e-21
hsa-miR-3653-3p	myeloid leukocyte	enriched	1.18127e-07
hsa-miR-3653-3p	epithelial cell	depleted	1.01718e-09
hsa-miR-3653-3p	squamous epithelial cell	depleted	1.9499e-05
hsa-miR-3653-3p	lining cell	depleted	2.43283e-05
hsa-miR-3654	iPS	enriched	3.27452e-05
hsa-miR-3654	pluripotent stem cell	enriched	0.000116238
hsa-miR-3654	CD14-positive, CD16-positive monocyte	enriched	0.000216173
hsa-miR-3659	placental epithelial cell	enriched	2.59495e-06
hsa-miR-3659	extraembryonic cell	enriched	1.14323e-05
hsa-miR-3659	ectodermal cell	enriched	7.42732e-05
hsa-miR-3661	blood vessel endothelial cell	enriched	1.55655e-06
hsa-miR-3661	neurectodermal cell	enriched	6.01577e-06
hsa-miR-3661	endothelial cell of artery	enriched	2.38846e-05
hsa-miR-3661	hematopoietic cell	depleted	1.66268e-06
hsa-miR-3661	leukocyte	depleted	2.89093e-06
hsa-miR-3661	endodermal cell	depleted	1.90472e-05
hsa-miR-3662	ectodermal cell	enriched	5.13947e-06
hsa-miR-3662	ecto-epithelial cell	enriched	0.000310736
hsa-miR-3662	hematopoietic cell	depleted	3.21569e-08
hsa-miR-3662	leukocyte	depleted	8.53985e-08
hsa-miR-3664-3p	endodermal cell	enriched	2.5363e-08
hsa-miR-3664-3p	endo-epithelial cell	enriched	2.63269e-08
hsa-miR-3664-3p	respiratory epithelial cell	enriched	8.30987e-06
hsa-miR-3664-3p	leukocyte	depleted	2.93569e-10
hsa-miR-3664-3p	hematopoietic cell	depleted	5.76442e-09
hsa-miR-3664-3p	myeloid leukocyte	depleted	6.4528e-05
hsa-miR-3667-3p	leukocyte	enriched	2.93034e-33
hsa-miR-3667-3p	hematopoietic cell	enriched	7.74159e-32
hsa-miR-3667-3p	lymphocyte	enriched	4.35006e-14
hsa-miR-3667-3p	B cell	depleted	0.00021161
hsa-miR-3675-5p	embryonic stem cell	enriched	3.18192e-06
hsa-miR-3675-5p	hematopoietic cell	depleted	1.86852e-05
hsa-miR-3675-5p	leukocyte	depleted	3.01864e-05
hsa-miR-3677-3p	endothelial cell	enriched	0.000129858
hsa-miR-3677-3p	lymphocyte	depleted	2.54723e-06
hsa-miR-3677-3p	leukocyte	depleted	2.55837e-06
hsa-miR-3677-3p	hematopoietic cell	depleted	3.44424e-06
hsa-miR-3678-3p	pluripotent stem cell	enriched	0.000290789
hsa-miR-3679-5p	vascular associated smooth muscle cell	depleted	8.35579e-05
hsa-miR-3681-5p	B cell	enriched	1.94401e-06
hsa-miR-3681-5p	neural cell	enriched	3.02727e-05
hsa-miR-3681-5p	astrocyte	enriched	8.26359e-05
hsa-miR-3682-3p	epithelial cell of alimentary canal	enriched	2.84471e-05
hsa-miR-3682-3p	endo-epithelial cell	enriched	5.05036e-05
hsa-miR-3682-3p	endodermal cell	enriched	8.4857e-05
hsa-miR-3684	epithelial cell	enriched	0.000300837
hsa-miR-3688-3p	blood vessel endothelial cell	enriched	3.05792e-06
hsa-miR-3688-3p	endothelial cell	enriched	0.000157396
hsa-miR-3688-3p	endothelial cell of vascular tree	enriched	0.000179111
hsa-miR-3688-3p	leukocyte	depleted	4.74963e-06
hsa-miR-3688-3p	hematopoietic cell	depleted	3.47495e-05
hsa-miR-3688-3p	fibroblast	depleted	5.08036e-05
hsa-miR-3690	leukocyte	enriched	6.47354e-26
hsa-miR-3690	myeloid leukocyte	enriched	4.64177e-25
hsa-miR-3690	hematopoietic cell	enriched	8.56322e-25
hsa-miR-3690	epithelial cell	depleted	3.85527e-06
hsa-miR-3690	lymphocyte	depleted	7.3747e-06
hsa-miR-3690	pluripotent stem cell	depleted	1.96948e-05
hsa-miR-3691-5p	pluripotent stem cell	enriched	8.99704e-22
hsa-miR-3691-5p	iPS	enriched	6.80978e-12
hsa-miR-3691-5p	embryonic stem cell	enriched	7.69398e-07
hsa-miR-3691-5p	mesodermal cell	depleted	1.26796e-07
hsa-miR-3691-5p	endothelial cell of vascular tree	depleted	0.000143639
hsa-miR-3691-5p	blood vessel endothelial cell	depleted	0.000241387
hsa-miR-3909	leukocyte	enriched	9.15825e-19
hsa-miR-3909	hematopoietic cell	enriched	2.37673e-18
hsa-miR-3909	monocyte	enriched	2.52469e-16
hsa-miR-3909	lymphocyte	depleted	1.50937e-15
hsa-miR-3909	epithelial cell	depleted	4.17337e-08
hsa-miR-3909	B cell	depleted	2.48842e-07
hsa-miR-3910	epithelial cell of amnion	enriched	1.78794e-06
hsa-miR-3910	extraembryonic cell	depleted	4.92895e-07
hsa-miR-3912-3p	lymphocyte	enriched	2.50857e-24
hsa-miR-3912-3p	leukocyte	enriched	4.96114e-24
hsa-miR-3912-3p	hematopoietic cell	enriched	5.82197e-23
hsa-miR-3912-3p	mesodermal cell	depleted	1.23488e-07
hsa-miR-3912-3p	fibroblast	depleted	2.71031e-05
hsa-miR-3912-3p	epithelial cell	depleted	0.00021258
hsa-miR-3913-5p	mast cell	enriched	5.57834e-05
hsa-miR-3916	leukocyte	enriched	4.34583e-08
hsa-miR-3916	hematopoietic cell	enriched	1.50678e-07
hsa-miR-3916	lymphocyte	enriched	1.03993e-06
hsa-miR-3919	skeletal muscle myoblast	enriched	6.20288e-07
hsa-miR-3919	cell of skeletal muscle	enriched	9.69665e-07
hsa-miR-3919	muscle cell	enriched	7.23644e-06
hsa-miR-3921	mesothelial cell	enriched	0.00016954
hsa-miR-3922-3p	leukocyte	enriched	3.06589e-15
hsa-miR-3922-3p	hematopoietic cell	enriched	5.94162e-14
hsa-miR-3922-3p	monocyte	enriched	1.47141e-13
hsa-miR-3922-3p	muscle cell	depleted	1.02205e-05
hsa-miR-3922-3p	smooth muscle cell	depleted	0.000176941
hsa-miR-3927-3p	extraembryonic cell	enriched	1.86578e-06
hsa-miR-3927-3p	placental epithelial cell	enriched	4.53771e-06
hsa-miR-3928-3p	epithelial cell	depleted	5.31183e-05
hsa-miR-3928-3p	endodermal cell	depleted	5.33607e-05
hsa-miR-3928-3p	lining cell	depleted	0.000103924
hsa-miR-3929	epithelial cell	enriched	5.5346e-25
hsa-miR-3929	endo-epithelial cell	enriched	3.56472e-14
hsa-miR-3929	respiratory epithelial cell	enriched	4.91816e-09
hsa-miR-3929	hematopoietic cell	depleted	5.66321e-08
hsa-miR-3929	leukocyte	depleted	1.35636e-07
hsa-miR-3929	mesodermal cell	depleted	3.01423e-05
hsa-miR-3934-5p	epithelial cell	enriched	4.77008e-09
hsa-miR-3934-5p	respiratory epithelial cell	enriched	8.15039e-08
hsa-miR-3934-5p	epithelial cell of lower respiratory tract	enriched	2.87664e-07
hsa-miR-3935	epithelial cell	enriched	1.61712e-13
hsa-miR-3935	ectodermal cell	enriched	3.95133e-10
hsa-miR-3935	general ecto-epithelial cell	enriched	7.02196e-07
hsa-miR-3935	leukocyte	depleted	1.06801e-07
hsa-miR-3935	hematopoietic cell	depleted	1.04399e-06
hsa-miR-3935	mesodermal cell	depleted	8.74905e-06
hsa-miR-3938	pluripotent stem cell	enriched	5.59069e-18
hsa-miR-3938	embryonic stem cell	enriched	1.14869e-07
hsa-miR-3938	iPS	enriched	3.57723e-07
hsa-miR-3938	mesodermal cell	depleted	1.88458e-08
hsa-miR-3938	blood vessel endothelial cell	depleted	4.35576e-07
hsa-miR-3938	meso-epithelial cell	depleted	7.77894e-07
hsa-miR-3939	pluripotent stem cell	enriched	3.49391e-18
hsa-miR-3939	iPS	enriched	1.7737e-09
hsa-miR-3939	embryonic stem cell	enriched	7.54012e-06
hsa-miR-3939	mesodermal cell	depleted	4.7748e-06
hsa-miR-3940-3p	epithelial cell	enriched	5.64724e-06
hsa-miR-3940-3p	retinal pigment epithelial cell	enriched	2.41102e-05
hsa-miR-3940-3p	fat cell	depleted	3.93205e-05
hsa-miR-3943	pluripotent stem cell	enriched	9.03278e-11
hsa-miR-3943	embryonic stem cell	enriched	5.69179e-08
hsa-miR-3943	neurectodermal cell	enriched	6.08385e-05
hsa-miR-3944-3p	epithelial cell of lung	enriched	9.55037e-05
hsa-miR-3944-3p	epithelial cell	enriched	0.000272314
hsa-miR-3945-3p	myeloid leukocyte	enriched	1.57025e-15
hsa-miR-3945-3p	monocyte	enriched	4.61018e-14
hsa-miR-3945-3p	leukocyte	enriched	2.7135e-13
hsa-miR-3945-3p	neutrophil	depleted	0.000177653
hsa-miR-4286	myeloid leukocyte	enriched	6.93888e-20
hsa-miR-4286	leukocyte	enriched	1.18889e-14
hsa-miR-4286	hematopoietic cell	enriched	3.73121e-14
hsa-miR-4324	mast cell	enriched	2.71439e-06
hsa-miR-4324	secretory cell	depleted	1.64781e-05
hsa-miR-4326	lymphocyte	depleted	1.77848e-05
hsa-miR-4326	leukocyte	depleted	5.07906e-05
hsa-miR-4326	hematopoietic cell	depleted	0.000155336
hsa-miR-4421	GAG secreting cell	enriched	6.9948e-05
hsa-miR-4421	stromal cell	enriched	7.49858e-05
hsa-miR-4421	Chondrocyte - de diff	enriched	0.000135293
hsa-miR-4421	epithelial cell	depleted	8.43432e-06
hsa-miR-4422	lymphocyte	enriched	5.74024e-10
hsa-miR-4422	CD8-positive, alpha-beta T cell	enriched	0.0001438
hsa-miR-4422	natural killer cell	enriched	0.000305442
hsa-miR-4422	leukocyte	depleted	4.9847e-10
hsa-miR-4422	hematopoietic cell	depleted	1.32831e-09
hsa-miR-4423-5p	light melanocyte	enriched	0.000142821
hsa-miR-4424	B cell	enriched	2.76783e-19
hsa-miR-4424	lymphocyte	enriched	7.38839e-16
hsa-miR-4424	leukocyte	enriched	9.72755e-14
hsa-miR-4424	mesodermal cell	depleted	1.57929e-11
hsa-miR-4424	epithelial cell	depleted	6.28619e-05
hsa-miR-4426	CD14-positive, CD16-positive monocyte	enriched	2.33037e-06
hsa-miR-4426	classical monocyte	enriched	4.55273e-06
hsa-miR-4431	light melanocyte	enriched	3.17259e-06
hsa-miR-4431	neurecto-epithelial cell	enriched	2.23652e-05
hsa-miR-4431	pigment cell	enriched	2.39304e-05
hsa-miR-4432	B cell	depleted	3.64491e-08
hsa-miR-4432	lymphocyte	depleted	2.21938e-05
hsa-miR-4433a-5p	neutrophil	enriched	1.39838e-06
hsa-miR-4433a-5p	pluripotent stem cell	enriched	2.86608e-06
hsa-miR-4433a-5p	embryonic stem cell	enriched	3.88407e-06
hsa-miR-4433b-5p	leukocyte	enriched	9.04735e-17
hsa-miR-4433b-5p	hematopoietic cell	enriched	3.92108e-16
hsa-miR-4433b-5p	mononuclear cell	enriched	1.52772e-07
hsa-miR-4433b-5p	lymphocyte	depleted	2.48146e-06
hsa-miR-4433b-5p	epithelial cell	depleted	4.93586e-06
hsa-miR-4433b-5p	B cell	depleted	0.000147291
hsa-miR-4434	phagocyte	enriched	0.000288051
hsa-miR-4434	leukocyte	depleted	5.08996e-07
hsa-miR-4434	hematopoietic cell	depleted	7.5583e-07
hsa-miR-4435	iPS	enriched	1.72596e-07
hsa-miR-4435	pluripotent stem cell	enriched	8.07935e-06
hsa-miR-4435	fibroblast	enriched	9.736e-05
hsa-miR-4435	leukocyte	depleted	2.0446e-15
hsa-miR-4435	hematopoietic cell	depleted	2.8818e-14
hsa-miR-4435	lymphocyte	depleted	1.72191e-07
hsa-miR-4443	lymphocyte	enriched	4.27568e-15
hsa-miR-4443	leukocyte	enriched	8.65798e-15
hsa-miR-4443	hematopoietic cell	enriched	1.54933e-14
hsa-miR-4443	mesodermal cell	depleted	2.7453e-05
hsa-miR-4444	leukocyte	depleted	1.12802e-05
hsa-miR-4444	hematopoietic cell	depleted	2.40255e-05
hsa-miR-4446-3p	leukocyte	enriched	1.12607e-15
hsa-miR-4446-3p	hematopoietic cell	enriched	8.08736e-15
hsa-miR-4446-3p	lymphocyte	enriched	6.63733e-13
hsa-miR-4446-3p	mesodermal cell	depleted	8.27778e-05
hsa-miR-4446-3p	neutrophil	depleted	0.00027714
hsa-miR-4449	muscle cell	depleted	1.07522e-05
hsa-miR-4449	smooth muscle cell	depleted	0.00028951
hsa-miR-4453	leukocyte	depleted	4.32127e-07
hsa-miR-4453	hematopoietic cell	depleted	7.01421e-07
hsa-miR-4453	B cell	depleted	6.72163e-05
hsa-miR-4461-5p	mesodermal cell	enriched	5.83632e-06
hsa-miR-4461-5p	T cell	depleted	1.72366e-05
hsa-miR-4461-5p	lymphocyte	depleted	3.64124e-05
hsa-miR-4464	B cell	enriched	4.28547e-07
hsa-miR-4464	leukocyte	enriched	7.22167e-07
hsa-miR-4464	hematopoietic cell	enriched	1.05255e-06
hsa-miR-4464	mononuclear cell	depleted	8.48802e-07
hsa-miR-4476	B cell	depleted	3.44719e-05
hsa-miR-4477b	monocyte	enriched	0.000110078
hsa-miR-4477b	phagocyte	enriched	0.000191031
hsa-miR-4477b	leukocyte	depleted	1.1735e-06
hsa-miR-4477b	hematopoietic cell	depleted	3.66617e-06
hsa-miR-4478	CD4-positive, alpha-beta T cell	enriched	0.000228262
hsa-miR-4478	leukocyte	depleted	6.8352e-08
hsa-miR-4478	hematopoietic cell	depleted	1.5208e-07
hsa-miR-4478	lymphocyte	depleted	3.27757e-05
hsa-miR-4482-3p	pluripotent stem cell	enriched	1.05963e-05
hsa-miR-4482-3p	mesodermal cell	depleted	2.09827e-05
hsa-miR-4485-5p	pluripotent stem cell	enriched	5.23114e-14
hsa-miR-4485-5p	embryonic stem cell	enriched	9.62752e-10
hsa-miR-4485-5p	stem cell	enriched	1.58867e-06
hsa-miR-4485-5p	mesodermal cell	depleted	1.50537e-11
hsa-miR-4487-5p	leukocyte	depleted	2.66e-10
hsa-miR-4487-5p	hematopoietic cell	depleted	4.56564e-10
hsa-miR-4487-5p	neutrophil	depleted	9.37169e-06
hsa-miR-4489-3p	leukocyte	depleted	5.46284e-06
hsa-miR-4489-3p	hematopoietic cell	depleted	1.08524e-05
hsa-miR-4491	B cell	enriched	3.07495e-11
hsa-miR-4491	lymphocyte	depleted	6.17676e-06
hsa-miR-4496	leukocyte	depleted	4.53888e-07
hsa-miR-4496	hematopoietic cell	depleted	6.48806e-07
hsa-miR-4496	B cell	depleted	9.28553e-06
hsa-miR-4505	natural killer cell	enriched	1.94024e-05
hsa-miR-4505	leukocyte	depleted	8.00959e-12
hsa-miR-4505	hematopoietic cell	depleted	1.88106e-11
hsa-miR-4505	lymphocyte	depleted	4.15079e-07
hsa-miR-4511	myeloid leukocyte	enriched	0.000208268
hsa-miR-4511	leukocyte	depleted	3.29934e-05
hsa-miR-4511	hematopoietic cell	depleted	0.00014234
hsa-miR-4511	fat cell	depleted	0.000202309
hsa-miR-4513	leukocyte	depleted	8.37786e-07
hsa-miR-4513	hematopoietic cell	depleted	1.1637e-06
hsa-miR-4513	lymphocyte	depleted	1.32946e-05
hsa-miR-4518	T cell	depleted	1.91454e-07
hsa-miR-4518	leukocyte	depleted	5.8971e-07
hsa-miR-4518	hematopoietic cell	depleted	8.26038e-07
hsa-miR-4520-5p	mesodermal cell	enriched	0.000159992
hsa-miR-4520-3p	general ecto-epithelial cell	enriched	1.69185e-09
hsa-miR-4520-3p	endo-epithelial cell	enriched	3.10168e-09
hsa-miR-4520-3p	epithelial cell	enriched	1.31923e-07
hsa-miR-4520-3p	mesodermal cell	depleted	2.66752e-13
hsa-miR-4520-3p	fibroblast	depleted	7.32561e-06
hsa-miR-4520-3p	leukocyte	depleted	0.000112995
hsa-miR-4521	vein endothelial cell	enriched	1.72286e-05
hsa-miR-4521	ectodermal cell	enriched	9.15167e-05
hsa-miR-4521	leukocyte	depleted	2.14704e-14
hsa-miR-4521	hematopoietic cell	depleted	2.30867e-14
hsa-miR-4521	lymphocyte	depleted	2.82321e-08
hsa-miR-4522	leukocyte	depleted	1.55839e-05
hsa-miR-4522	hematopoietic cell	depleted	2.50159e-05
hsa-miR-4522	B cell	depleted	4.98271e-05
hsa-miR-4523	kidney epithelial cell	enriched	5.30762e-05
hsa-miR-4524a-5p	mesodermal cell	enriched	5.52857e-09
hsa-miR-4524a-5p	blood vessel endothelial cell	enriched	3.24274e-06
hsa-miR-4524a-5p	endothelial cell of vascular tree	enriched	3.4108e-05
hsa-miR-4524a-5p	lymphocyte	depleted	0.00027546
hsa-miR-4526	mesodermal cell	enriched	1.76018e-05
hsa-miR-4526	leukocyte	depleted	1.5928e-12
hsa-miR-4526	hematopoietic cell	depleted	3.84587e-12
hsa-miR-4526	lymphocyte	depleted	1.82453e-10
hsa-miR-4529-3p	blood vessel endothelial cell	enriched	9.60778e-19
hsa-miR-4529-3p	endothelial cell of vascular tree	enriched	9.64966e-19
hsa-miR-4529-3p	endothelial cell	enriched	5.91458e-16
hsa-miR-4529-3p	lymphocyte	depleted	8.87948e-05
hsa-miR-4536-3p	lymphocyte	enriched	5.13672e-09
hsa-miR-4536-3p	alpha-beta T cell	enriched	1.08364e-05
hsa-miR-4536-3p	CD8-positive, alpha-beta T cell	enriched	9.47754e-05
hsa-miR-4536-3p	leukocyte	depleted	5.64525e-09
hsa-miR-4536-3p	hematopoietic cell	depleted	1.31698e-08
hsa-miR-4537-3p	lymphocyte	depleted	3.74836e-05
hsa-miR-4537-3p	B cell	depleted	7.92548e-05
hsa-miR-4632-3p	myeloid leukocyte	enriched	5.21892e-07
hsa-miR-4632-3p	monocyte	enriched	1.27528e-06
hsa-miR-4632-3p	classical monocyte	enriched	4.12014e-06
hsa-miR-4632-3p	leukocyte	depleted	6.72011e-20
hsa-miR-4632-3p	hematopoietic cell	depleted	2.88709e-19
hsa-miR-4632-3p	lymphocyte	depleted	2.60342e-09
hsa-miR-4634	mast cell	enriched	2.63956e-07
hsa-miR-4635	monocyte	enriched	5.28218e-06
hsa-miR-4635	phagocyte	enriched	5.19116e-05
hsa-miR-4635	myeloid leukocyte	enriched	0.000323192
hsa-miR-4635	hematopoietic cell	depleted	2.08417e-05
hsa-miR-4635	leukocyte	depleted	5.44278e-05
hsa-miR-4636	extraembryonic cell	enriched	1.67557e-10
hsa-miR-4636	fibroblast	enriched	1.44271e-07
hsa-miR-4636	epithelial cell	enriched	2.08715e-06
hsa-miR-4636	leukocyte	depleted	5.62899e-06
hsa-miR-4636	endothelial cell of vascular tree	depleted	9.27379e-06
hsa-miR-4636	squamous epithelial cell	depleted	1.20841e-05
hsa-miR-4640-3p	endo-epithelial cell	enriched	3.80801e-12
hsa-miR-4640-3p	epithelial cell	enriched	1.98592e-10
hsa-miR-4640-3p	respiratory epithelial cell	enriched	5.50258e-08
hsa-miR-4640-3p	mesodermal cell	depleted	1.29973e-07
hsa-miR-4645-3p	endothelial cell of vascular tree	enriched	2.45797e-21
hsa-miR-4645-3p	endothelial cell	enriched	6.97159e-21
hsa-miR-4645-3p	blood vessel endothelial cell	enriched	7.12927e-18
hsa-miR-4645-3p	muscle cell	depleted	7.63023e-06
hsa-miR-4645-3p	ectodermal cell	depleted	0.000110025
hsa-miR-4645-3p	secretory cell	depleted	0.000144867
hsa-miR-4647	neurectodermal cell	enriched	0.000136861
hsa-miR-4649-3p	fibroblast	enriched	3.03941e-05
hsa-miR-4653-5p	epithelial cell	enriched	0.000132013
hsa-miR-4654	retinal pigment epithelial cell	enriched	6.66833e-05
hsa-miR-4654	pluripotent stem cell	enriched	0.000165528
hsa-miR-4661-5p	mesodermal cell	depleted	7.93993e-06
hsa-miR-4661-5p	smooth muscle cell	depleted	8.64191e-05
hsa-miR-4661-5p	vascular associated smooth muscle cell	depleted	0.000103696
hsa-miR-4662a-5p	endodermal cell	enriched	1.85896e-07
hsa-miR-4662a-5p	Hepatocyte	enriched	6.65665e-06
hsa-miR-4662a-5p	respiratory epithelial cell	enriched	3.87365e-05
hsa-miR-4662a-5p	extraembryonic cell	depleted	5.25182e-05
hsa-miR-4664-3p	embryonic stem cell	enriched	6.31808e-08
hsa-miR-4664-3p	pluripotent stem cell	enriched	4.34678e-07
hsa-miR-4664-3p	epithelial cell	enriched	5.14137e-07
hsa-miR-4664-3p	mesodermal cell	depleted	1.07457e-07
hsa-miR-4664-3p	fibroblast	depleted	0.000227191
hsa-miR-4664-3p	muscle cell	depleted	0.000245157
hsa-miR-4666a-5p	mast cell	enriched	1.15033e-05
hsa-miR-4668-5p	neutrophil	enriched	0.000314011
hsa-miR-4671-3p	epithelial cell	enriched	3.01476e-07
hsa-miR-4671-3p	immature conventional dendritic cell	enriched	2.36984e-05
hsa-miR-4671-3p	general ecto-epithelial cell	enriched	4.49491e-05
hsa-miR-4671-3p	mesodermal cell	depleted	3.4439e-05
hsa-miR-4671-3p	fibroblast	depleted	0.000207864
hsa-miR-4673	epithelial cell	enriched	4.87123e-05
hsa-miR-4676-3p	neutrophil	enriched	0.000202752
hsa-miR-4677-3p	pluripotent stem cell	enriched	1.74963e-08
hsa-miR-4677-3p	blood vessel endothelial cell	enriched	1.49584e-06
hsa-miR-4677-3p	embryonic stem cell	enriched	3.99686e-06
hsa-miR-4677-3p	GAG secreting cell	depleted	2.60483e-06
hsa-miR-4677-3p	ecto-epithelial cell	depleted	1.48308e-05
hsa-miR-4677-3p	ectodermal cell	depleted	0.000131206
hsa-miR-4680-3p	embryonic stem cell	enriched	0.000326635
hsa-miR-4685-3p	leukocyte	enriched	3.13449e-10
hsa-miR-4685-3p	hematopoietic cell	enriched	4.72836e-09
hsa-miR-4685-3p	monocyte	enriched	6.01403e-07
hsa-miR-4686	Hepatocyte	enriched	9.18968e-08
hsa-miR-4686	endodermal cell	enriched	0.000273086
hsa-miR-4687-5p	leukocyte	enriched	5.48387e-12
hsa-miR-4687-5p	hematopoietic cell	enriched	2.595e-11
hsa-miR-4687-5p	myeloid leukocyte	enriched	3.89777e-06
hsa-miR-4688	CD8-positive, alpha-beta T cell	enriched	0.000213704
hsa-miR-4688	leukocyte	depleted	3.0079e-05
hsa-miR-4688	hematopoietic cell	depleted	6.61535e-05
hsa-miR-4688	lymphocyte	depleted	0.000186733
hsa-miR-4690-3p	myeloid leukocyte	enriched	2.29284e-06
hsa-miR-4690-3p	monocyte	enriched	0.00015839
hsa-miR-4690-3p	leukocyte	depleted	6.85863e-09
hsa-miR-4690-3p	hematopoietic cell	depleted	2.64311e-08
hsa-miR-4697-3p	GAG secreting cell	enriched	0.000115327
hsa-miR-4697-3p	neural cell	enriched	0.000302593
hsa-miR-4703-3p	myeloid leukocyte	enriched	5.02028e-06
hsa-miR-4703-3p	mast cell	enriched	1.52203e-05
hsa-miR-4703-3p	leukocyte	depleted	1.49808e-05
hsa-miR-4703-3p	hematopoietic cell	depleted	1.96575e-05
hsa-miR-4707-3p	monocyte	enriched	7.43132e-08
hsa-miR-4707-3p	myeloid leukocyte	enriched	7.87868e-07
hsa-miR-4707-3p	phagocyte	enriched	4.98496e-06
hsa-miR-4709-5p	monocyte	enriched	0.000268634
hsa-miR-4712-3p	lymphocyte	depleted	3.30322e-08
hsa-miR-4712-3p	leukocyte	depleted	8.04906e-07
hsa-miR-4712-3p	hematopoietic cell	depleted	1.82548e-06
hsa-miR-4713-5p	urothelial cell	enriched	5.22716e-06
hsa-miR-4714-3p	neutrophil	depleted	0.000200676
hsa-miR-4724-5p	myeloid leukocyte	enriched	5.80988e-08
hsa-miR-4724-5p	neutrophil	enriched	8.82758e-08
hsa-miR-4724-5p	phagocyte	enriched	0.00027253
hsa-miR-4724-5p	leukocyte	depleted	2.04143e-12
hsa-miR-4724-5p	hematopoietic cell	depleted	5.88608e-12
hsa-miR-4728-3p	pluripotent stem cell	enriched	4.2495e-10
hsa-miR-4728-3p	embryonic stem cell	enriched	1.41297e-05
hsa-miR-4728-3p	iPS	enriched	0.000124269
hsa-miR-4728-3p	myeloid leukocyte	depleted	0.000225148
hsa-miR-4732-3p	neutrophil	enriched	1.53088e-05
hsa-miR-4736	leukocyte	depleted	2.28739e-06
hsa-miR-4736	hematopoietic cell	depleted	3.13034e-06
hsa-miR-4736	neutrophil	depleted	7.16392e-06
hsa-miR-4741	kidney epithelial cell	enriched	3.87858e-05
hsa-miR-4741	endothelial cell	enriched	0.000243775
hsa-miR-4741	fat cell	depleted	0.000271501
hsa-miR-4742-3p	monocyte	enriched	3.0323e-06
hsa-miR-4742-3p	myeloid leukocyte	enriched	4.05183e-06
hsa-miR-4742-3p	leukocyte	enriched	0.000211474
hsa-miR-4745-5p	pluripotent stem cell	enriched	1.87534e-06
hsa-miR-4745-5p	iPS	enriched	1.37028e-05
hsa-miR-4745-5p	epithelial cell	enriched	7.4018e-05
hsa-miR-4745-5p	leukocyte	depleted	4.6423e-07
hsa-miR-4745-5p	hematopoietic cell	depleted	5.02957e-07
hsa-miR-4745-5p	myeloid leukocyte	depleted	7.05799e-06
hsa-miR-4746-5p	pluripotent stem cell	enriched	6.74172e-20
hsa-miR-4746-5p	iPS	enriched	1.37745e-09
hsa-miR-4746-5p	embryonic stem cell	enriched	1.3521e-08
hsa-miR-4746-5p	vascular associated smooth muscle cell	depleted	3.74188e-08
hsa-miR-4746-5p	mesodermal cell	depleted	2.65897e-05
hsa-miR-4746-5p	ectodermal cell	depleted	4.79129e-05
hsa-miR-4751	Hepatocyte	depleted	1.68294e-06
hsa-miR-4752	phagocyte	enriched	8.34765e-05
hsa-miR-4752	monocyte	enriched	0.000263945
hsa-miR-4752	classical monocyte	depleted	6.94356e-06
hsa-miR-4752	myeloid leukocyte	depleted	0.000163458
hsa-miR-4752	leukocyte	depleted	0.000215648
hsa-miR-4753-5p	hematopoietic cell	depleted	8.67887e-06
hsa-miR-4753-5p	leukocyte	depleted	2.94263e-05
hsa-miR-4755-3p	vascular associated smooth muscle cell	depleted	5.91721e-05
hsa-miR-4758-3p	epithelial cell	enriched	6.91147e-19
hsa-miR-4758-3p	endothelial cell of vascular tree	enriched	7.70272e-09
hsa-miR-4758-3p	endothelial cell	enriched	1.19493e-08
hsa-miR-4758-3p	leukocyte	depleted	7.88125e-06
hsa-miR-4758-3p	hematopoietic cell	depleted	4.03799e-05
hsa-miR-4758-3p	muscle cell	depleted	0.000152993
hsa-miR-4760-5p	ectodermal cell	enriched	1.94952e-06
hsa-miR-4760-5p	epidermal cell	enriched	5.01008e-06
hsa-miR-4760-5p	general ecto-epithelial cell	enriched	1.37342e-05
hsa-miR-4767	hematopoietic cell	enriched	1.35088e-07
hsa-miR-4767	leukocyte	enriched	9.45412e-07
hsa-miR-4767	lymphocyte	enriched	8.81857e-06
hsa-miR-4768-5p	general ecto-epithelial cell	enriched	3.19858e-06
hsa-miR-4768-5p	endo-epithelial cell	enriched	6.64905e-05
hsa-miR-4768-5p	epidermal cell	enriched	0.00010235
hsa-miR-4768-5p	hematopoietic cell	depleted	3.50354e-07
hsa-miR-4768-5p	leukocyte	depleted	8.10792e-07
hsa-miR-4768-5p	mesodermal cell	depleted	9.35722e-06
hsa-miR-4771-1-5p	pluripotent stem cell	enriched	3.04156e-14
hsa-miR-4771-1-5p	iPS	enriched	1.01492e-06
hsa-miR-4771-1-5p	mesodermal cell	enriched	1.76269e-06
hsa-miR-4771-2-5p	pluripotent stem cell	enriched	2.36374e-15
hsa-miR-4771-2-5p	iPS	enriched	6.3294e-07
