name	sample	description
12768	FF:12768-136C5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep2 (A2 T8)
12769	FF:12769-136C6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep2 (A2 T9)
12770	FF:12770-136C7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep2 (A2 T10)
12771	FF:12771-136C8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep2 (A2 T11)
12772	FF:12772-136C9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr, biol_rep2 (A2 T12)
12773	FF:12773-136D1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04, biol_rep2 (A2 T13)
12774	FF:12774-136D2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07, biol_rep2 (A2 T14)
12775	FF:12775-136D3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day14, biol_rep2 (A2 T15)
12776	FF:12776-136D4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day21, biol_rep2 (A2 T16)
12777	FF:12777-136D5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day28, biol_rep2 (A2 T17)
12795	FF:12795-136F5	Saos-2 osteosarcoma cell line, untreated control, day28, biol_rep2 (B2 T17)
12796	FF:12796-136F6	Monocyte-derived macrophages response to LPS, 00hr00min, donor2 (t1 Subject2)
12797	FF:12797-136F7	Monocyte-derived macrophages response to LPS, 00hr15min, donor2 (t2 Subject2)
12798	FF:12798-136F8	Monocyte-derived macrophages response to LPS, 00hr30min, donor2 (t3 Subject2)
12799	FF:12799-136F9	Monocyte-derived macrophages response to LPS, 00hr45min, donor2 (t4 Subject2)
12800	FF:12800-136G1	Monocyte-derived macrophages response to LPS, 01hr00min, donor2 (t5 Subject2)
12801	FF:12801-136G2	Monocyte-derived macrophages response to LPS, 01hr20min, donor2 (t6 Subject2)
12802	FF:12802-136G3	Monocyte-derived macrophages response to LPS, 01hr40min, donor2 (t7 Subject2)
12803	FF:12803-136G4	Monocyte-derived macrophages response to LPS, 02hr00min, donor2 (t8 Subject2)
12804	FF:12804-136G5	Monocyte-derived macrophages response to LPS, 02hr30min, donor2 (t9 Subject2)
12805	FF:12805-136G6	Monocyte-derived macrophages response to LPS, 03hr00min, donor2 (t10 Subject2)
12806	FF:12806-136G7	Monocyte-derived macrophages response to LPS, 03hr30min, donor2 (t11 Subject2)
12807	FF:12807-136G8	Monocyte-derived macrophages response to LPS, 04hr, donor2 (t12 Subject2)
12808	FF:12808-136G9	Monocyte-derived macrophages response to LPS, 05hr, donor2 (t13 Subject2)
12809	FF:12809-136H1	Monocyte-derived macrophages response to LPS, 06hr, donor2 (t14 Subject2)
12810	FF:12810-136H2	Monocyte-derived macrophages response to LPS, 07hr, donor2 (t15 Subject2)
12811	FF:12811-136H3	Monocyte-derived macrophages response to LPS, 08hr, donor2 (t16 Subject2)
12812	FF:12812-136H4	Monocyte-derived macrophages response to LPS, 10hr, donor2 (t17 Subject2)
12813	FF:12813-136H5	Monocyte-derived macrophages response to LPS, 12hr, donor2 (t18 Subject2)
12814	FF:12814-136H6	Monocyte-derived macrophages response to LPS, 14hr, donor2 (t19 Subject2)
12815	FF:12815-136H7	Monocyte-derived macrophages response to LPS, 16hr, donor2 (t20 Subject2)
12816	FF:12816-136H8	Monocyte-derived macrophages response to LPS, 18hr, donor2 (t21 Subject2)
12817	FF:12817-136H9	Monocyte-derived macrophages response to LPS, 20hr, donor2 (t22 Subject2)
12818	FF:12818-136I1	Monocyte-derived macrophages response to LPS, 22hr, donor2 (t23 Subject2)
12819	FF:12819-136I2	Monocyte-derived macrophages response to LPS, 24hr, donor2 (t24 Subject2)
12820	FF:12820-136I3	Monocyte-derived macrophages response to LPS, 36hr, donor2 (t25 Subject2)
12821	FF:12821-136I4	Monocyte-derived macrophages response to LPS, 48hr, donor2 (t26 Subject2)
12822	FF:12822-136I5	H9 Embryonic Stem cells, biol_rep3 (H9ES-3)
12823	FF:12823-136I6	H9 Embryoid body cells, melanocytic induction, day00, biol_rep3 (H9EB-3 d0)
12824	FF:12824-136I7	H9 Embryoid body cells, melanocytic induction, day01, biol_rep3 (H9EB-3 d1)
12825	FF:12825-136I8	H9 Embryoid body cells, melanocytic induction, day03, biol_rep3 (H9EB-3 d3)
12826	FF:12826-136I9	H9 Embryoid body cells, melanocytic induction, day06, biol_rep3 (H9EB-3 d6)
12827	FF:12827-137A1	H9 Embryoid body cells, melanocytic induction, day09, biol_rep3 (H9EB-3 d9)
12828	FF:12828-137A2	H9 Embryoid body cells, melanocytic induction, day12, biol_rep3 (H9EB-3 d12)
12829	FF:12829-137A3	H9 Embryoid body cells, melanocytic induction, day15, biol_rep3 (H9EB-3 d15)
12830	FF:12830-137A4	H9 Embryoid body cells, melanocytic induction, day18, biol_rep3 (H9EB-3 d18)
12831	FF:12831-137A5	H9 Embryoid body cells, melanocytic induction, day21, biol_rep3 (H9EB-3 d21)
12832	FF:12832-137A6	H9 Embryoid body cells, melanocytic induction, day24, biol_rep3 (H9EB-3 d24)
12833	FF:12833-137A7	H9 Embryoid body cells, melanocytic induction, day27, biol_rep3 (H9EB-3 d27)
12834	FF:12834-137A8	H9 Embryoid body cells, melanocytic induction, day30, biol_rep3 (H9EB-3 d30)
12835	FF:12835-137A9	H9 Embryoid body cells, melanocytic induction, day34, biol_rep3 (H9EB-3 d34)
12836	FF:12836-137B1	H9 Embryoid body cells, melanocytic induction, day41, biol_rep3 (H9EB-3 d41)
12837	FF:12837-137B2	Melanocyte, donor3 (MC+3)
12838	FF:12838-137B3	Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep3 (LK3)
12839	FF:12839-137B4	Aortic smooth muscle cell response to FGF2, 00hr15min, biol_rep3 (LK6)
12840	FF:12840-137B5	Aortic smooth muscle cell response to FGF2, 00hr30min, biol_rep3 (LK9)
12841	FF:12841-137B6	Aortic smooth muscle cell response to FGF2, 00hr45min, biol_rep3 (LK12)
12842	FF:12842-137B7	Aortic smooth muscle cell response to FGF2, 01hr, biol_rep3 (LK15)
12843	FF:12843-137B8	Aortic smooth muscle cell response to FGF2, 02hr, biol_rep3 (LK18)
12844	FF:12844-137B9	Aortic smooth muscle cell response to FGF2, 03hr, biol_rep3 (LK21)
12845	FF:12845-137C1	Aortic smooth muscle cell response to FGF2, 04hr, biol_rep3 (LK24)
12846	FF:12846-137C2	Aortic smooth muscle cell response to FGF2, 05hr, biol_rep3 (LK27)
12847	FF:12847-137C3	Aortic smooth muscle cell response to FGF2, 06hr, biol_rep3 (LK30)
12848	FF:12848-137C4	Aortic smooth muscle cell response to IL1b, 00hr00min, biol_rep3 (LK33)
12849	FF:12849-137C5	Aortic smooth muscle cell response to IL1b, 00hr15min, biol_rep3 (LK36)
12850	FF:12850-137C6	Aortic smooth muscle cell response to IL1b, 00hr30min, biol_rep3 (LK39)
12851	FF:12851-137C7	Aortic smooth muscle cell response to IL1b, 00hr45min, biol_rep3 (LK42)
12852	FF:12852-137C8	Aortic smooth muscle cell response to IL1b, 01hr, biol_rep3 (LK45)
12853	FF:12853-137C9	Aortic smooth muscle cell response to IL1b, 02hr, biol_rep3 (LK48)
12854	FF:12854-137D1	Aortic smooth muscle cell response to IL1b, 03hr, biol_rep3 (LK51)
12855	FF:12855-137D2	Aortic smooth muscle cell response to IL1b, 04hr, biol_rep3 (LK54)
12856	FF:12856-137D3	Aortic smooth muscle cell response to IL1b, 05hr, biol_rep3 (LK57)
12857	FF:12857-137D4	Aortic smooth muscle cell response to IL1b, 06hr, biol_rep3 (LK60)
12858	FF:12858-137D5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep3 (A3 T0)
12859	FF:12859-137D6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep3 (A3 T1)
12860	FF:12860-137D7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep3 (A3 T2)
12861	FF:12861-137D8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep3 (A3 T3)
12862	FF:12862-137D9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep3 (A3 T4)
12863	FF:12863-137E1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep3 (A3 T5)
12864	FF:12864-137E2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep3 (A3 T6)
12865	FF:12865-137E3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep3 (A3 T7)
12866	FF:12866-137E4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep3 (A3 T8)
12867	FF:12867-137E5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep3 (A3 T9)
12868	FF:12868-137E6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep3 (A3 T10)
12869	FF:12869-137E7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep3 (A3 T11)
12870	FF:12870-137E8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr, biol_rep3 (A3 T12)
12871	FF:12871-137E9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04, biol_rep3 (A3 T13)
12872	FF:12872-137F1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07, biol_rep3 (A3 T14)
12873	FF:12873-137F2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day14, biol_rep3 (A3 T15)
12874	FF:12874-137F3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day21, biol_rep3 (A3 T16)
12875	FF:12875-137F4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day28, biol_rep3 (A3 T17)
12893	FF:12893-137H4	Saos-2 osteosarcoma cell line, untreated control, day28, biol_rep3 (B3 T17)
12894	FF:12894-137H5	Monocyte-derived macrophages response to LPS, 00hr00min, donor3 (t1 Subject3)
12895	FF:12895-137H6	Monocyte-derived macrophages response to LPS, 00hr15min, donor3 (t2 Subject3)
12896	FF:12896-137H7	Monocyte-derived macrophages response to LPS, 00hr30min, donor3 (t3 Subject3)
12897	FF:12897-137H8	Monocyte-derived macrophages response to LPS, 00hr45min, donor3 (t4 Subject3)
12898	FF:12898-137H9	Monocyte-derived macrophages response to LPS, 01hr00min, donor3 (t5 Subject3)
12899	FF:12899-137I1	Monocyte-derived macrophages response to LPS, 01hr20min, donor3 (t6 Subject3)
12900	FF:12900-137I2	Monocyte-derived macrophages response to LPS, 01hr40min, donor3 (t7 Subject3)
12901	FF:12901-137I3	Monocyte-derived macrophages response to LPS, 02hr00min, donor3 (t8 Subject3)
12902	FF:12902-137I4	Monocyte-derived macrophages response to LPS, 02hr30min, donor3 (t9 Subject3)
12903	FF:12903-137I5	Monocyte-derived macrophages response to LPS, 03hr00min, donor3 (t10 Subject3)
12904	FF:12904-137I6	Monocyte-derived macrophages response to LPS, 03hr30min, donor3 (t11 Subject3)
12905	FF:12905-137I7	Monocyte-derived macrophages response to LPS, 04hr, donor3 (t12 Subject3)
12906	FF:12906-137I8	Monocyte-derived macrophages response to LPS, 05hr, donor3 (t13 Subject3)
12907	FF:12907-137I9	Monocyte-derived macrophages response to LPS, 06hr, donor3 (t14 Subject3)
12908	FF:12908-138A1	Monocyte-derived macrophages response to LPS, 07hr, donor3 (t15 Subject3)
12909	FF:12909-138A2	Monocyte-derived macrophages response to LPS, 08hr, donor3 (t16 Subject3)
12910	FF:12910-138A3	Monocyte-derived macrophages response to LPS, 10hr, donor3 (t17 Subject3)
12911	FF:12911-138A4	Monocyte-derived macrophages response to LPS, 12hr, donor3 (t18 Subject3)
12912	FF:12912-138A5	Monocyte-derived macrophages response to LPS, 14hr, donor3 (t19 Subject3)
12913	FF:12913-138A6	Monocyte-derived macrophages response to LPS, 16hr, donor3 (t20 Subject3)
12914	FF:12914-138A7	Monocyte-derived macrophages response to LPS, 18hr, donor3 (t21 Subject3)
12915	FF:12915-138A8	Monocyte-derived macrophages response to LPS, 20hr, donor3 (t22 Subject3)
12916	FF:12916-138A9	Monocyte-derived macrophages response to LPS, 22hr, donor3 (t23 Subject3)
12917	FF:12917-138B1	Monocyte-derived macrophages response to LPS, 24hr, donor3 (t24 Subject3)
12918	FF:12918-138B2	Monocyte-derived macrophages response to LPS, 36hr, donor3 (t25 Subject3)
13019	FF:13019-139D4	Adipocyte differentiation, day04, donor1
13020	FF:13020-139D5	Adipocyte differentiation, day08, donor1
13021	FF:13021-139D6	Adipocyte differentiation, day12, donor1
13022	FF:13022-139D7	Adipocyte differentiation, day04, donor2
13023	FF:13023-139D8	Adipocyte differentiation, day08, donor2
13024	FF:13024-139D9	Adipocyte differentiation, day12, donor2
13025	FF:13025-139E1	Adipocyte differentiation, day04, donor3
13026	FF:13026-139E2	Adipocyte differentiation, day08, donor3
13027	FF:13027-139E3	Adipocyte differentiation, day12, donor3
13028	FF:13028-139E4	Adipocyte differentiation, day04, donor4
13029	FF:13029-139E5	Adipocyte differentiation, day08, donor4
13030	FF:13030-139E6	Adipocyte differentiation, day12, donor4
13031	FF:13031-139E7	MCF7 breast cancer cell line response to EGF1, 00hr00min, biol_rep1
13032	FF:13032-139E8	MCF7 breast cancer cell line response to EGF1, 00hr15min, biol_rep1
13033	FF:13033-139E9	MCF7 breast cancer cell line response to EGF1, 00hr30min, biol_rep1
13034	FF:13034-139F1	MCF7 breast cancer cell line response to EGF1, 00hr45min, biol_rep1
13035	FF:13035-139F2	MCF7 breast cancer cell line response to EGF1, 01hr00min, biol_rep1
13036	FF:13036-139F3	MCF7 breast cancer cell line response to EGF1, 01hr20min, biol_rep1
13037	FF:13037-139F4	MCF7 breast cancer cell line response to EGF1, 01hr40min, biol_rep1
13038	FF:13038-139F5	MCF7 breast cancer cell line response to EGF1, 02hr00min, biol_rep1
13039	FF:13039-139F6	MCF7 breast cancer cell line response to EGF1, 02hr30min, biol_rep1
13040	FF:13040-139F7	MCF7 breast cancer cell line response to EGF1, 03hr00min, biol_rep1
13041	FF:13041-139F8	MCF7 breast cancer cell line response to EGF1, 03hr30min, biol_rep1
13042	FF:13042-139F9	MCF7 breast cancer cell line response to EGF1, 04hr, biol_rep1
13043	FF:13043-139G1	MCF7 breast cancer cell line response to EGF1, 05hr, biol_rep1
13044	FF:13044-139G2	MCF7 breast cancer cell line response to EGF1, 06hr, biol_rep1
13045	FF:13045-139G3	MCF7 breast cancer cell line response to EGF1, 07hr, biol_rep1
13046	FF:13046-139G4	MCF7 breast cancer cell line response to EGF1, 08hr, biol_rep1
13048	FF:13048-139G6	MCF7 breast cancer cell line response to HRG, 00hr15min, biol_rep1
13049	FF:13049-139G7	MCF7 breast cancer cell line response to HRG, 00hr30min, biol_rep1
13050	FF:13050-139G8	MCF7 breast cancer cell line response to HRG, 00hr45min, biol_rep1
13051	FF:13051-139G9	MCF7 breast cancer cell line response to HRG, 01hr00min, biol_rep1
13052	FF:13052-139H1	MCF7 breast cancer cell line response to HRG, 01hr20min, biol_rep1
13053	FF:13053-139H2	MCF7 breast cancer cell line response to HRG, 01hr40min, biol_rep1
13054	FF:13054-139H3	MCF7 breast cancer cell line response to HRG, 02hr00min, biol_rep1
13055	FF:13055-139H4	MCF7 breast cancer cell line response to HRG, 02hr30min, biol_rep1
13056	FF:13056-139H5	MCF7 breast cancer cell line response to HRG, 03hr00min, biol_rep1
13057	FF:13057-139H6	MCF7 breast cancer cell line response to HRG, 03hr30min, biol_rep1
13058	FF:13058-139H7	MCF7 breast cancer cell line response to HRG, 04hr, biol_rep1
13059	FF:13059-139H8	MCF7 breast cancer cell line response to HRG, 05hr, biol_rep1
13060	FF:13060-139H9	MCF7 breast cancer cell line response to HRG, 06hr, biol_rep1
13061	FF:13061-139I1	MCF7 breast cancer cell line response to HRG, 07hr, biol_rep1
13062	FF:13062-139I2	MCF7 breast cancer cell line response to HRG, 08hr, biol_rep1
13079	FF:13079-140B1	K562 erythroblastic leukemia response to hemin, 00hr00min, biol_rep1
13080	FF:13080-140B2	K562 erythroblastic leukemia response to hemin, 00hr15min, biol_rep1
13081	FF:13081-140B3	K562 erythroblastic leukemia response to hemin, 00hr30min, biol_rep1
13082	FF:13082-140B4	K562 erythroblastic leukemia response to hemin, 00hr45min, biol_rep1
13083	FF:13083-140B5	K562 erythroblastic leukemia response to hemin, 01hr00min, biol_rep1
13084	FF:13084-140B6	K562 erythroblastic leukemia response to hemin, 01hr20min, biol_rep1
13085	FF:13085-140B7	K562 erythroblastic leukemia response to hemin, 01hr40min, biol_rep1
13086	FF:13086-140B8	K562 erythroblastic leukemia response to hemin, 02hr00min, biol_rep1
13087	FF:13087-140B9	K562 erythroblastic leukemia response to hemin, 02hr30min, biol_rep1
13088	FF:13088-140C1	K562 erythroblastic leukemia response to hemin, 03hr00min, biol_rep1
13089	FF:13089-140C2	K562 erythroblastic leukemia response to hemin, 03hr30min, biol_rep1
13090	FF:13090-140C3	K562 erythroblastic leukemia response to hemin, 04hr, biol_rep1
13091	FF:13091-140C4	K562 erythroblastic leukemia response to hemin, 06hr, biol_rep1
13092	FF:13092-140C5	K562 erythroblastic leukemia response to hemin, 12hr, biol_rep1
13093	FF:13093-140C6	K562 erythroblastic leukemia response to hemin, 24hr, biol_rep1
13094	FF:13094-140C7	K562 erythroblastic leukemia response to hemin, day02, biol_rep1
13095	FF:13095-140C8	K562 erythroblastic leukemia response to hemin, day03, biol_rep1
13096	FF:13096-140C9	K562 erythroblastic leukemia response to hemin, day04, biol_rep1
13097	FF:13097-140D1	MCF7 breast cancer cell line response to EGF1, 00hr00min, biol_rep2
13098	FF:13098-140D2	MCF7 breast cancer cell line response to EGF1, 00hr15min, biol_rep2
13099	FF:13099-140D3	MCF7 breast cancer cell line response to EGF1, 00hr30min, biol_rep2
13100	FF:13100-140D4	MCF7 breast cancer cell line response to EGF1, 00hr45min, biol_rep2
13101	FF:13101-140D5	MCF7 breast cancer cell line response to EGF1, 01hr00min, biol_rep2
13102	FF:13102-140D6	MCF7 breast cancer cell line response to EGF1, 01hr20min, biol_rep2
13103	FF:13103-140D7	MCF7 breast cancer cell line response to EGF1, 01hr40min, biol_rep2
13104	FF:13104-140D8	MCF7 breast cancer cell line response to EGF1, 02hr00min, biol_rep2
13105	FF:13105-140D9	MCF7 breast cancer cell line response to EGF1, 02hr30min, biol_rep2
13106	FF:13106-140E1	MCF7 breast cancer cell line response to EGF1, 03hr00min, biol_rep2
13107	FF:13107-140E2	MCF7 breast cancer cell line response to EGF1, 03hr30min, biol_rep2
13108	FF:13108-140E3	MCF7 breast cancer cell line response to EGF1, 04hr, biol_rep2
13109	FF:13109-140E4	MCF7 breast cancer cell line response to EGF1, 05hr, biol_rep2
13110	FF:13110-140E5	MCF7 breast cancer cell line response to EGF1, 06hr, biol_rep2
13111	FF:13111-140E6	MCF7 breast cancer cell line response to EGF1, 07hr, biol_rep2
13112	FF:13112-140E7	MCF7 breast cancer cell line response to EGF1, 08hr, biol_rep2
13114	FF:13114-140E9	MCF7 breast cancer cell line response to HRG, 00hr15min, biol_rep2
13115	FF:13115-140F1	MCF7 breast cancer cell line response to HRG, 00hr30min, biol_rep2
13116	FF:13116-140F2	MCF7 breast cancer cell line response to HRG, 00hr45min, biol_rep2
13117	FF:13117-140F3	MCF7 breast cancer cell line response to HRG, 01hr00min, biol_rep2
13118	FF:13118-140F4	MCF7 breast cancer cell line response to HRG, 01hr20min, biol_rep2
13119	FF:13119-140F5	MCF7 breast cancer cell line response to HRG, 01hr40min, biol_rep2
13120	FF:13120-140F6	MCF7 breast cancer cell line response to HRG, 02hr00min, biol_rep2
13121	FF:13121-140F7	MCF7 breast cancer cell line response to HRG, 02hr30min, biol_rep2
13122	FF:13122-140F8	MCF7 breast cancer cell line response to HRG, 03hr00min, biol_rep2
13123	FF:13123-140F9	MCF7 breast cancer cell line response to HRG, 03hr30min, biol_rep2
13124	FF:13124-140G1	MCF7 breast cancer cell line response to HRG, 04hr, biol_rep2
13125	FF:13125-140G2	MCF7 breast cancer cell line response to HRG, 05hr, biol_rep2
13126	FF:13126-140G3	MCF7 breast cancer cell line response to HRG, 06hr, biol_rep2
13127	FF:13127-140G4	MCF7 breast cancer cell line response to HRG, 07hr, biol_rep2
13128	FF:13128-140G5	MCF7 breast cancer cell line response to HRG, 08hr, biol_rep2
13145	FF:13145-140I4	K562 erythroblastic leukemia response to hemin, 00hr00min, biol_rep2
13146	FF:13146-140I5	K562 erythroblastic leukemia response to hemin, 00hr15min, biol_rep2
13147	FF:13147-140I6	K562 erythroblastic leukemia response to hemin, 00hr30min, biol_rep2
13148	FF:13148-140I7	K562 erythroblastic leukemia response to hemin, 00hr45min, biol_rep2
13149	FF:13149-140I8	K562 erythroblastic leukemia response to hemin, 01hr00min, biol_rep2
13150	FF:13150-140I9	K562 erythroblastic leukemia response to hemin, 01hr20min, biol_rep2
13151	FF:13151-141A1	K562 erythroblastic leukemia response to hemin, 01hr40min, biol_rep2
13152	FF:13152-141A2	K562 erythroblastic leukemia response to hemin, 02hr00min, biol_rep2
13153	FF:13153-141A3	K562 erythroblastic leukemia response to hemin, 02hr30min, biol_rep2
13154	FF:13154-141A4	K562 erythroblastic leukemia response to hemin, 03hr00min, biol_rep2
13155	FF:13155-141A5	K562 erythroblastic leukemia response to hemin, 03hr30min, biol_rep2
13156	FF:13156-141A6	K562 erythroblastic leukemia response to hemin, 04hr, biol_rep2
13157	FF:13157-141A7	K562 erythroblastic leukemia response to hemin, 06hr, biol_rep2
13158	FF:13158-141A8	K562 erythroblastic leukemia response to hemin, 12hr, biol_rep2
13159	FF:13159-141A9	K562 erythroblastic leukemia response to hemin, 24hr, biol_rep2
13160	FF:13160-141B1	K562 erythroblastic leukemia response to hemin, day02, biol_rep2
13161	FF:13161-141B2	K562 erythroblastic leukemia response to hemin, day03, biol_rep2
13162	FF:13162-141B3	K562 erythroblastic leukemia response to hemin, day04, biol_rep2
13163	FF:13163-141B4	MCF7 breast cancer cell line response to EGF1, 00hr00min, biol_rep3
13164	FF:13164-141B5	MCF7 breast cancer cell line response to EGF1, 00hr15min, biol_rep3
13165	FF:13165-141B6	MCF7 breast cancer cell line response to EGF1, 00hr30min, biol_rep3
13166	FF:13166-141B7	MCF7 breast cancer cell line response to EGF1, 00hr45min, biol_rep3
13167	FF:13167-141B8	MCF7 breast cancer cell line response to EGF1, 01hr00min, biol_rep3
13168	FF:13168-141B9	MCF7 breast cancer cell line response to EGF1, 01hr20min, biol_rep3
13169	FF:13169-141C1	MCF7 breast cancer cell line response to EGF1, 01hr40min, biol_rep3
13170	FF:13170-141C2	MCF7 breast cancer cell line response to EGF1, 02hr00min, biol_rep3
13171	FF:13171-141C3	MCF7 breast cancer cell line response to EGF1, 02hr30min, biol_rep3
13172	FF:13172-141C4	MCF7 breast cancer cell line response to EGF1, 03hr00min, biol_rep3
13173	FF:13173-141C5	MCF7 breast cancer cell line response to EGF1, 03hr30min, biol_rep3
13174	FF:13174-141C6	MCF7 breast cancer cell line response to EGF1, 04hr, biol_rep3
13175	FF:13175-141C7	MCF7 breast cancer cell line response to EGF1, 05hr, biol_rep3
13176	FF:13176-141C8	MCF7 breast cancer cell line response to EGF1, 06hr, biol_rep3
13177	FF:13177-141C9	MCF7 breast cancer cell line response to EGF1, 07hr, biol_rep3
13178	FF:13178-141D1	MCF7 breast cancer cell line response to EGF1, 08hr, biol_rep3
13180	FF:13180-141D3	MCF7 breast cancer cell line response to HRG, 00hr15min, biol_rep3
13181	FF:13181-141D4	MCF7 breast cancer cell line response to HRG, 00hr30min, biol_rep3
13182	FF:13182-141D5	MCF7 breast cancer cell line response to HRG, 00hr45min, biol_rep3
13183	FF:13183-141D6	MCF7 breast cancer cell line response to HRG, 01hr00min, biol_rep3
13184	FF:13184-141D7	MCF7 breast cancer cell line response to HRG, 01hr20min, biol_rep3
13185	FF:13185-141D8	MCF7 breast cancer cell line response to HRG, 01hr40min, biol_rep3
13186	FF:13186-141D9	MCF7 breast cancer cell line response to HRG, 02hr00min, biol_rep3
13187	FF:13187-141E1	MCF7 breast cancer cell line response to HRG, 02hr30min, biol_rep3
13188	FF:13188-141E2	MCF7 breast cancer cell line response to HRG, 03hr00min, biol_rep3
13189	FF:13189-141E3	MCF7 breast cancer cell line response to HRG, 03hr30min, biol_rep3
13190	FF:13190-141E4	MCF7 breast cancer cell line response to HRG, 04hr, biol_rep3
13191	FF:13191-141E5	MCF7 breast cancer cell line response to HRG, 05hr, biol_rep3
13192	FF:13192-141E6	MCF7 breast cancer cell line response to HRG, 06hr, biol_rep3
13193	FF:13193-141E7	MCF7 breast cancer cell line response to HRG, 07hr, biol_rep3
13194	FF:13194-141E8	MCF7 breast cancer cell line response to HRG, 08hr, biol_rep3
13211	FF:13211-141G7	K562 erythroblastic leukemia response to hemin, 00hr00min, biol_rep3
13212	FF:13212-141G8	K562 erythroblastic leukemia response to hemin, 00hr15min, biol_rep3
13213	FF:13213-141G9	K562 erythroblastic leukemia response to hemin, 00hr30min, biol_rep3
13214	FF:13214-141H1	K562 erythroblastic leukemia response to hemin, 00hr45min, biol_rep3
13215	FF:13215-141H2	K562 erythroblastic leukemia response to hemin, 01hr00min, biol_rep3
13216	FF:13216-141H3	K562 erythroblastic leukemia response to hemin, 01hr20min, biol_rep3
13217	FF:13217-141H4	K562 erythroblastic leukemia response to hemin, 01hr40min, biol_rep3
13218	FF:13218-141H5	K562 erythroblastic leukemia response to hemin, 02hr00min, biol_rep3
13219	FF:13219-141H6	K562 erythroblastic leukemia response to hemin, 02hr30min, biol_rep3
13220	FF:13220-141H7	K562 erythroblastic leukemia response to hemin, 03hr00min, biol_rep3
13221	FF:13221-141H8	K562 erythroblastic leukemia response to hemin, 03hr30min, biol_rep3
13222	FF:13222-141H9	K562 erythroblastic leukemia response to hemin, 04hr, biol_rep3
13223	FF:13223-141I1	K562 erythroblastic leukemia response to hemin, 06hr, biol_rep3
13224	FF:13224-141I2	K562 erythroblastic leukemia response to hemin, 12hr, biol_rep3
13225	FF:13225-141I3	K562 erythroblastic leukemia response to hemin, 24hr, biol_rep3
13226	FF:13226-141I4	K562 erythroblastic leukemia response to hemin, day02, biol_rep3
13227	FF:13227-141I5	K562 erythroblastic leukemia response to hemin, day03, biol_rep3
13228	FF:13228-141I6	K562 erythroblastic leukemia response to hemin, day04, biol_rep3
13229	FF:13229-141I7	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep1
13230	FF:13230-141I8	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep2
13231	FF:13231-141I9	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep3
13232	FF:13232-142A1	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep1
13233	FF:13233-142A2	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep2
13234	FF:13234-142A3	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep3
13235	FF:13235-142A4	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep1
13236	FF:13236-142A5	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep2
13237	FF:13237-142A6	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep3
